"USER_ID","ps_weight_st"
14654272,0.7216897149
14655998,0.5632427905
14656416,0.1649510787
14656756,3.4632592558
14657704,1.0280979688
14659621,0.4932673736
14660436,1.8853229675
14660624,0.5632427905
14661211,1.8597366548
14663228,0.9659314335
14663776,0.3638164319
14663791,1.4531304683
14664616,0.3187966507
14666051,0.1649510787
14666110,3.8807364502
14666183,0.5632427905
14666875,3.0940220832
14667160,6.3108374586
14668784,0.754548029
14670942,1.8710610111
14672885,0.5632427905
14673365,0.2581505421
14673503,0.2820367147
14674947,1.4811306062
14675674,0.0499949015
14676149,0.4932673736
14678211,1.4811306062
3953656,0.3253584347
4193190,0.4092432401
5082003,0.3375469644
5299859,2.3695044564
5636190,0.2833877575
5663636,0.6044016691
5735167,0.1885304683
5775717,2.3695044564
6537614,3.9898038119
6608710,1.3008624724
6774891,0.337130023
6897595,0.7675449956
6958956,0.1895477733
6972759,0.5503125235
7096498,3.3393423493
7099768,0.7955113322
7114641,0.5845884446
7119855,0.4591941306
7124387,15.605046468
7161742,0.1404294123
7211789,1.3190274148
7385834,0.3679126935
7469036,1.3248606802
7502084,0.6647381632
7575795,0.2849374851
7603566,6.816190942
7615746,0.1517842033
7628267,0.2385697562
7646986,7.1837657778
7709070,0.3375469644
7726491,0.4271751958
7730430,0.4653134406
7772690,1.3776992017
7789371,2.3695044564
7792265,0.372082316
7797096,1.3008624724
7800134,0.2385697562
7812242,0.5576874924
7846323,3.9192410731
7881124,0.1893821765
7910992,0.414139172
7917679,0.3375469644
7930304,0.896100095
7976236,0.2104342981
7985991,0.6979692414
7998979,0.7104221075
8010042,0.240466411
8042176,0.2458403331
8061139,1.5858496453
8080281,0.1716274682
8101937,3.3393423493
8107166,0.4092432401
8134614,1.1300185441
8135727,1.2373556821
8136036,0.7825445388
8145310,1.3776992017
8165063,0.337130023
8170695,0.1642765961
8184415,0.6647381632
8189370,0.5334492271
8217300,0.2580754136
8222110,0.3004387421
8226630,1.1524738181
8229367,0.5264928459
8231083,0.372082316
8243387,0.1898140935
8258097,0.1534610437
8263416,0.1716274682
8282512,2.0886073684
8286846,0.7811467164
8336168,0.3679126935
8338426,1.8393334769
8346351,0.6647381632
8359074,1.3214269962
8360252,0.4228756546
8406103,0.1716274682
8422937,0.1904144487
8436641,0.3375469644
8441514,0.1898140935
8446672,0.3594261361
8449680,1.3996139917
8472551,1.1699275215
8475558,0.4330734591
8481648,0.240466411
8484646,0.2192129104
8487491,0.5925657507
8512651,1.298504331
8519415,2.3695044564
8519983,1.3776992017
8534188,0.5264928459
8546283,0.1776427008
8555661,0.337130023
8555739,0.1722636891
8565403,0.3411829642
8588626,0.5845884446
8607710,0.3032968513
8608785,1.3776992017
8655476,0.1642088159
8657413,0.2192129104
8667928,1.0231836337
8686657,0.3375469644
8700245,0.372082316
8704744,0.337130023
8708727,0.4872880362
8708971,0.337130023
8726539,2.3695044564
8737664,0.1715448751
8744661,0.2205646095
8745081,0.3375469644
8747316,6.2894020947
8761589,0.5845884446
8762950,0.2385697562
8771325,0.2932191546
8774174,0.3375469644
8776638,3.9898038119
8779375,2.5165081982
8782788,0.3375469644
8789529,0.1898140935
8801001,0.3679126935
8814341,0.2385697562
8814880,0.4687089357
8828010,0.372082316
8839688,0.7925781779
8871171,0.7811467164
8878388,0.3375469644
8887590,0.3375469644
8888775,0.3253584347
8892322,0.2385697562
8893458,0.6636618911
8896408,0.2364416926
8897765,0.1898140935
8909330,15.605046468
8916377,0.3679126935
8923808,0.1517842033
8930398,0.3407586958
8933182,0.3460870307
8954736,0.372082316
8960907,0.209056289
8970573,0.1898140935
8971474,1.3776992017
8972446,0.1423626484
8983778,0.3375469644
8992480,0.5264928459
8999109,0.4988619455
9003910,0.3679126935
9012198,0.3411829642
9029631,0.2385697562
9033227,0.240466411
9035107,0.372082316
9047966,0.240466411
9054341,0.3679126935
9062132,0.7410661998
9085014,2.6980821182
9095200,0.2385697562
9121473,0.3375469644
9124116,0.3030744555
9124503,15.605046468
9125743,0.337130023
9130020,0.3375469644
9138720,0.1642765961
9145542,0.3498731067
9155040,0.6647381632
9158217,0.2438508722
9166339,0.2385697562
9177233,0.1517842033
9201624,1.3751862248
9221629,0.209056289
9225962,0.1520207947
9234254,0.2385697562
9245793,0.5741436402
9266206,0.3375469644
9266553,0.7925781779
9268339,2.3695044564
9272228,0.1523965084
9272339,0.3679126935
9273940,19.509081013
9277032,0.3375469644
9280807,0.3375469644
9287729,0.1484946729
9289590,0.1776427008
9293830,0.4323862493
9298067,0.1898140935
9303539,0.2364416926
9314885,0.3375469644
9315917,1.4961878551
9322515,2.3695044564
9337933,0.2205646095
9342455,0.2438508722
9344163,3.8097783349
9345511,0.209056289
9347123,1.472605263
9358898,0.3744481734
9362064,0.3679126935
9371393,0.3411829642
9383435,0.7091046856
9403686,0.372082316
9406637,3.8176841522
9411433,0.1521557594
9429744,1.6450207428
9440799,0.3407586958
9445301,3.6250811729
9453440,0.5845884446
9461212,0.7599931388
9466052,0.7410661998
9470908,0.225179523
9479244,0.2597782887
9479457,0.1642765961
9483845,0.7940005644
9492247,0.6636618911
9497137,0.3679126935
9526340,0.3000965784
9530498,0.2385697562
9549637,0.2207694037
9550290,0.3411829642
9554869,0.3375469644
9561032,0.1792014843
9562490,1.1540416279
9566553,0.4271751958
9581461,0.2932191546
9581789,0.3004387421
9587248,0.5264928459
9591482,0.2385697562
9594306,0.3679126935
9596389,0.1792014843
9603962,0.2192129104
9618078,0.3498731067
9626363,0.4092432401
9626467,0.6979692414
9629160,0.4271751958
9631262,0.1517842033
9649183,1.3751862248
9650187,0.6644797112
9652954,0.6647381632
9661839,0.1723477336
9664021,0.1723477336
9664506,1.3214269962
9673036,0.240466411
9675961,0.6991147867
9676429,0.1520207947
9678892,0.7410661998
9680874,2.5165081982
9682640,0.1898140935
9684129,0.5845884446
9693063,0.372082316
9699038,0.3411829642
9700565,0.178468673
9707126,7.1837657778
9711916,1.7235881549
9713786,0.1898140935
9714073,1.3776992017
9715551,0.2430245303
9733179,0.1425686377
9735496,6.3900095126
9736181,0.2438508722
9740019,0.5264928459
9746909,2.4088484261
9749991,0.1523965084
9762113,0.3375469644
9764006,0.2385697562
9766028,0.3820478316
9771477,1.472605263
9778064,0.337130023
9788360,0.3375469644
9789553,0.3777061076
9797492,0.1523965084
9805163,0.3375469644
9815433,0.5503125235
9815702,0.8610176274
9816827,7.1695528585
9819050,0.6991147867
9820723,0.1904144487
9837725,1.9534536488
9839719,0.4711947046
9839877,0.4271751958
9842438,0.3679126935
9842697,0.896100095
9845224,0.1642765961
9845368,1.2373556821
9851725,0.5264928459
9855687,0.3034226322
9857547,0.1776427008
9857719,0.1608989186
9861353,2.9874603673
9866813,0.3375469644
9867316,0.5741436402
9870158,0.2385697562
9871818,0.3253584347
9881443,0.4554975344
9883982,0.2932191546
9895546,0.5264928459
9901041,0.1893821765
9901527,0.1715448751
9916637,0.5845884446
9918340,0.7079390094
9922096,9.9003249879
9932550,0.4228756546
9934362,0.5264928459
9935094,0.337130023
9935267,1.3190274148
9939201,0.5845884446
9944605,0.337130023
9948379,1.218243045
9949498,0.6991147867
9954259,0.3679126935
9962463,0.5334492271
9964202,0.3004387421
9967385,0.2192129104
9972185,7.1837657778
9974045,0.6991147867
9975364,0.2458403331
9978152,0.4628706002
9982810,0.2192129104
9988539,0.372082316
9989156,0.1481863427
9991639,0.2385697562
9993313,0.5503125235
9996056,0.7410661998
9998088,2.5165081982
9999179,0.2438508722
10001179,0.414139172
10005715,2.9381239409
10008298,0.5845884446
10012475,7.1837657778
10016760,0.4807669325
10018261,0.2430245303
10020128,6.2819120707
10025292,0.337130023
10034174,0.372082316
10036611,0.1642765961
10041320,0.337130023
10044124,0.1792014843
10048340,0.3679126935
10050153,2.3695044564
10051024,0.240466411
10052374,3.3497362629
10059398,0.2932191546
10061503,3.6250811729
10067025,2.5165081982
10068625,1.1524738181
10073269,0.2279770354
10076843,0.3004387421
10076903,0.1796941669
10083749,0.2192129104
10087937,0.372082316
10103835,0.3375469644
10108053,1.4961878551
10112324,0.3411829642
10113341,0.2207694037
10115798,0.1423626484
10115838,0.250223612
10117399,0.5264928459
10121993,0.4271751958
10123609,0.240466411
10132824,0.2385697562
10135518,0.337130023
10135611,0.8513864895
10136347,0.3004387421
10143842,0.2385697562
10146329,0.5845884446
10149053,0.3411829642
10151453,0.209056289
10154354,2.0886073684
10158286,3.9898038119
10161505,0.3782687793
10161639,0.337130023
10170518,7.1837657778
10172515,13.624652958
10174703,0.5741436402
10175040,0.3000965784
10179067,0.3004387421
10184089,0.6644797112
10184765,0.5264928459
10189147,0.2385697562
10190933,0.142583458
10193652,0.337130023
10193656,0.7410661998
10200411,0.1481863427
10201735,0.2385697562
10215774,0.3594261361
10219530,1.3970568538
10223940,0.5264928459
10225811,2.3695044564
10229545,0.337130023
10233163,20.283552487
10235308,0.337130023
10236813,0.3000965784
10240203,0.240466411
10240426,1.472605263
10243274,0.2924874407
10257946,2.5165081982
10260023,0.6979692414
10262668,0.2400613136
10265102,0.337130023
10265124,0.337130023
10265998,2.3695044564
10268576,0.1575348871
10269875,0.2192129104
10275079,0.337130023
10275446,0.3253584347
10276821,1.3751862248
10279885,0.1628464477
10281990,0.3679126935
10284851,0.240466411
10289346,3.8744325074
10294820,0.2385697562
10299950,0.1628464477
10301106,1.218243045
10308777,0.3375469644
10311160,0.337130023
10326917,0.3375469644
10328482,3.4063060298
10330863,1.5951145967
10331435,0.1908539559
10331561,0.7675449956
10333848,0.2385697562
10345269,0.4330734591
10356929,1.3751862248
10366153,1.3008624724
10367423,0.2385697562
10372416,0.3004387421
10376897,0.5264928459
10384042,2.4088484261
10384232,1.298504331
10385910,3.9898038119
10386968,1.5607186207
10389754,2.8666602631
10391589,0.3407586958
10397627,0.3375469644
10400534,0.3375469644
10402787,1.298504331
10413117,2.5165081982
10414324,6.2819120707
10416144,0.3619862145
10417951,0.9476648768
10419386,2.5165081982
10423100,0.5264928459
10427117,0.2536866931
10427518,0.3460870307
10429078,2.4460996712
10429813,0.1792014843
10431048,0.3619862145
10431305,0.3004387421
10432726,0.209056289
10434440,0.3000965784
10438830,0.5400355951
10439906,0.1887321423
10445062,15.605046468
10449273,0.2385697562
10449826,0.7343526252
10452689,0.3287802432
10454753,0.1898140935
10454763,0.3668448074
10460804,13.861785761
10461418,0.372082316
10461791,0.5264928459
10463533,0.7517933188
10465762,0.3375469644
10470190,0.1893821765
10472615,0.6647381632
10474638,0.2192129104
10475200,0.337130023
10479054,1.298504331
10487946,0.7599931388
10491249,0.3375469644
10491629,0.2364416926
10497648,0.3375469644
10501102,0.1776427008
10501729,1.1524738181
10505290,1.3996139917
10508663,1.5607186207
10510203,0.240466411
10511838,0.2822728281
10522146,1.298504331
10528761,2.5165081982
10530584,1.218243045
10530932,1.3776992017
10531596,1.3008624724
10533713,0.2192129104
10534947,0.3375469644
10535667,0.2385697562
10537635,0.3330586196
10538785,0.3375469644
10539187,0.7410661998
10542368,0.5334492271
10550298,0.6656268367
10562400,0.3375469644
10563953,2.5165081982
10564691,0.3679126935
10568710,2.7432002447
10569123,0.2574785598
10575108,2.5165081982
10578153,1.472605263
10579435,7.2932489783
10580622,0.3375469644
10583921,0.3679126935
10585846,3.5569300254
10590660,0.3679126935
10591842,6.6858044226
10594417,0.7517933188
10595334,0.5845884446
10599518,0.204436953
10600016,0.7410661998
10600966,0.4271751958
10601364,0.2430245303
10603836,3.3432493874
10607650,1.1524738181
10612316,0.6730287696
10615031,0.2207694037
10615377,0.5845884446
10615602,0.7517933188
10618662,0.3679126935
10622493,0.1482971017
10624432,0.2597782887
10625119,0.3375469644
10626231,0.1898140935
10626617,0.3679126935
10627946,0.2438508722
10631319,0.3411829642
10636590,0.2385697562
10637744,0.2385697562
10638289,0.5334492271
10641794,0.1895477733
10645599,0.2385697562
10647704,0.6644797112
10654060,0.3375469644
10654334,0.2383009505
10654596,0.6991147867
10657645,0.3375469644
10660787,0.3004387421
10666154,0.1792014843
10670658,0.3375469644
10671732,0.5264928459
10678751,2.5165081982
10682628,13.624652958
10694076,1.1105279448
10700290,0.1898140935
10700532,0.1423626484
10703235,2.3695044564
10703656,0.1898140935
10706145,0.6991147867
10706564,0.770935188
10708521,0.1852192595
10708926,0.337130023
10709001,0.4271751958
10710330,0.372082316
10711598,0.2385697562
10714864,0.770935188
10717540,0.2438508722
10721976,2.3695044564
10723955,0.6647381632
10728075,0.1898140935
10728741,0.1898140935
10731337,1.3996139917
10734472,0.2452303817
10735929,0.2364416926
10737028,0.3679126935
10740994,0.9095516536
10742748,0.5264928459
10748804,1.9229422591
10754714,6.2894020947
10755371,2.914740845
10756503,6.3900095126
10761209,0.6636618911
10762202,0.3004387421
10762255,0.240466411
10766234,0.7517933188
10769113,0.4271751958
10776513,0.1481863427
10778494,0.2960761735
10779025,0.2385697562
10779640,0.1715448751
10782026,0.3407586958
10783240,0.1887321423
10784456,0.2438508722
10785191,0.5845884446
10789077,0.240466411
10791381,0.5264928459
10792913,13.624652958
10793611,0.1716274682
10794463,1.3190274148
10794945,0.243733972
10803595,0.337130023
10803889,0.2192129104
10804458,0.2960761735
10808780,0.7955113322
10814069,0.3411829642
10814071,0.2207694037
10814231,0.4092432401
10816085,0.5264928459
10818064,0.1949926282
10818408,0.2430245303
10818960,0.5264928459
10819479,0.5264928459
10819592,0.5334492271
10821152,0.5845884446
10821499,1.3024389547
10825782,1.8372554375
10826749,0.7431227707
10831821,0.3460870307
10832015,0.5845884446
10834969,0.2235468682
10840682,3.4486880624
10841148,1.4961878551
10844692,0.2430245303
10845542,2.5165081982
10849410,1.3776992017
10850293,1.3751862248
10851339,0.1897529914
10855010,0.2860720074
10859108,0.4271751958
10860292,0.7517933188
10865037,0.5264928459
10885105,1.3997781584
10887924,0.4271751958
10890998,0.4653134406
10895231,0.7517933188
10900493,0.1908539559
10901524,0.337130023
10908028,0.1530669458
10912649,1.298504331
10918906,0.1898140935
10925825,0.2192129104
10927244,0.3375469644
10928571,1.3008624724
10929448,0.3411829642
10929828,1.8098248617
10950453,0.1716274682
10952723,0.3460870307
10953869,0.770935188
10956777,0.2385697562
10957927,0.7825445388
10978994,0.4653134406
10979059,0.2417808874
10979406,0.4612063017
10981747,7.3086401594
10983625,1.3776992017
10989139,0.2438508722
10996013,0.240466411
10996739,0.1628464477
10997616,0.8129769018
11003952,0.1776427008
11004118,0.337130023
11004655,13.624652958
11005169,0.3004387421
11006180,0.1887321423
11006548,0.7092537765
11007565,0.7821872003
11008061,2.5165081982
11010963,0.1800548493
11011561,0.5845884446
11012403,0.5264928459
11014465,0.2515617279
11014816,0.3375469644
11017401,0.7410661998
11026315,0.3159904963
11026459,0.2385697562
11026683,0.896100095
11034109,0.2228687291
11036698,0.3253584347
11038227,0.2385697562
11046165,0.3375469644
11053574,0.1648676833
11059102,0.1776427008
11060642,1.298504331
11061562,0.3964743575
11064039,7.1695528585
11064894,0.3375469644
11065829,0.6647381632
11068739,0.1517842033
11069598,2.5165081982
11078076,6.816190942
11080636,0.4323862493
11081271,0.1716274682
11082198,0.6991147867
11084840,1.1524738181
11095798,0.414139172
11102629,0.4323862493
11106044,1.3008624724
11106751,1.5858496453
11107091,0.3375469644
11108807,0.2385697562
11108818,0.4271751958
11114612,0.240466411
11119438,0.2192129104
11122700,0.2385697562
11126458,0.2385697562
11128140,0.3411829642
11129127,0.337130023
11129357,0.3000965784
11131411,0.3411829642
11133840,0.1898140935
11136802,0.2137747959
11142242,0.7410661998
11143788,0.3624533453
11145510,19.849621973
11145766,0.7662615549
11146681,0.414139172
11153456,0.2385697562
11153786,1.472605263
11155124,0.3407586958
11158319,0.2385697562
11160639,0.1898140935
11161834,0.4653134406
11169255,0.372082316
11171377,0.6647381632
11171902,0.337130023
11172365,0.1715448751
11174482,2.5584354922
11176419,0.2385697562
11177040,0.6647381632
11177392,0.4271751958
11178883,0.5264928459
11179045,1.8077827093
11187921,0.2432514546
11189493,0.3172400898
11196638,0.1715448751
11197798,0.5845884446
11198756,0.1828488714
11208916,0.3375469644
11210468,0.2385697562
11210502,0.1716274682
11213375,0.7825445388
11214007,1.472605263
11216163,15.605046468
11216197,0.4271751958
11216874,2.4088484261
11222671,0.6741239553
11222800,1.298504331
11222994,3.8824772551
11224094,8.2188888172
11225205,0.5845884446
11226638,1.8372554375
11227393,0.3679126935
11227552,0.7940005644
11229108,0.5925657507
11230412,7.1837657778
11230801,0.337130023
11238954,0.3679126935
11241501,0.2385697562
11246587,0.6867830724
11253028,3.8097783349
11254674,0.2192129104
11257804,0.3498731067
11258072,0.209056289
11260242,0.3679126935
11260862,7.1837657778
11261408,2.6980821182
11264396,0.372082316
11264544,0.1904144487
11265238,10.416697502
11265584,0.262047645
11267489,0.2597782887
11270180,0.1716274682
11271186,0.7410661998
11273846,0.1628464477
11278351,0.5845884446
11279168,1.3970568538
11280712,1.3778605332
11281522,13.624652958
11281671,0.3253584347
11282924,0.5031737965
11283334,3.9192410731
11283628,0.2385697562
11283715,2.5165081982
11285930,0.6991147867
11287613,0.1608676742
11289285,0.4323862493
11290145,0.1523965084
11290612,0.3375469644
11293686,1.3970568538
11296550,0.1788470308
11297292,0.4653134406
11300673,2.3695044564
11300841,0.6636618911
11310165,0.639232513
11318723,0.4092432401
11320925,0.2385697562
11321564,1.298504331
11321640,0.7675449956
11322786,0.3679126935
11325994,0.2385697562
11326949,2.5584354922
11329199,0.3375469644
11329806,0.3679126935
11331412,0.5971600541
11333580,0.4554975344
11337294,1.3751862248
11339812,0.3679126935
11340336,2.8666602631
11344234,0.3375469644
11344975,2.9381239409
11346774,0.5845884446
11347470,0.209056289
11353492,0.6656268367
11354718,20.283552487
11357752,0.3679126935
11361794,0.2205646095
11362515,0.1716274682
11375071,0.337130023
11377915,6.2819120707
11380771,1.3008624724
11382105,1.3778605332
11382894,0.8129769018
11387982,0.1523965084
11394691,1.3996139917
11394705,0.2192129104
11396872,0.3375469644
11399572,6.2819120707
11400685,1.3190274148
11401320,0.2192129104
11401954,0.5925657507
11402315,0.1792014843
11404155,0.4271751958
11408080,0.5264928459
11409798,0.262047645
11414594,0.240466411
11415980,0.372082316
11417842,0.337130023
11418733,0.3375469644
11424626,0.2117390103
11429538,1.2553062113
11429665,0.1521557594
11430675,1.298504331
11431043,0.372082316
11431728,0.3375469644
11432266,0.3000965784
11432276,1.1540416279
11432526,0.1716274682
11434995,0.2438508722
11435608,0.2438508722
11436201,0.2932191546
11437302,0.5264928459
11442297,1.5607186207
11448088,0.337130023
11458240,1.298504331
11463213,0.4092432401
11469290,0.2432514546
11470522,0.3411829642
11472329,0.3679126935
11478624,0.372082316
11480162,1.3008624724
11480555,0.337130023
11483582,0.3739923184
11493460,0.1718030889
11495687,0.1898140935
11495751,0.4092432401
11495957,1.1540416279
11496056,0.2192129104
11497150,0.337130023
11499501,2.3695044564
11500222,0.3619862145
11501039,0.2385697562
11502484,0.2385697562
11504724,3.9898038119
11508855,0.5264928459
11508910,0.3411829642
11509348,0.3679126935
11510512,0.4628706002
11512077,1.298504331
11515098,1.472605263
11515472,0.2385697562
11515959,0.1716274682
11516577,0.337130023
11521739,0.240466411
11522514,0.1898140935
11522730,0.2924874407
11524332,1.218243045
11524912,2.3695044564
11526167,7.1837657778
11526730,0.3253584347
11527773,0.2597782887
11527910,0.372082316
11529501,0.204436953
11532004,1.3008624724
11532784,0.2385697562
11532861,1.2373556821
11535330,0.7825445388
11535857,0.2934211583
11537462,0.372082316
11543807,1.7235881549
11549554,0.6636618911
11551356,0.3375469644
11554384,0.1716274682
11562372,0.7410661998
11562663,0.3660516898
11565827,0.9095516536
11575518,0.3375469644
11589606,8.2188888172
11591281,0.3375469644
11592269,0.4092432401
11593484,0.4711947046
11593578,0.178468673
11594201,3.9898038119
11597840,0.5334492271
11599720,0.3679126935
11600278,0.5925657507
11601238,0.770935188
11604114,0.250223612
11605595,0.3253584347
11607872,0.1893821765
11611975,0.1716274682
11613499,0.2385697562
11617667,0.3375469644
11618649,0.3660516898
11622284,0.5334492271
11623581,0.2932191546
11625470,0.2385697562
11626367,0.3411829642
11631905,0.896100095
11632783,1.1540416279
11637270,1.3024389547
11641044,7.1695528585
11641445,2.4088484261
11641630,0.7925781779
11641648,0.3407586958
11641711,6.2894020947
11648183,3.5569300254
11650266,0.2385697562
11653120,2.3695044564
11655017,0.337130023
11655095,0.3000965784
11655589,1.3008624724
11656496,3.3497362629
11659583,0.5264928459
11659629,0.3679126935
11659748,0.337130023
11660366,0.2192129104
11662036,0.3679126935
11662531,0.1517842033
11662620,1.4961878551
11667230,0.1520207947
11668023,0.2597782887
11672471,0.1481863427
11674978,0.1608989186
11675992,2.3695044564
11676745,0.6991147867
11679287,1.298504331
11683155,0.1898140935
11685338,0.3407586958
11689565,0.5264928459
11690664,0.2192129104
11692358,0.2385697562
11693402,0.3411829642
11693995,0.1904144487
11694008,0.1898140935
11694095,0.337130023
11694383,0.4271751958
11694554,0.262047645
11695915,1.218243045
11698235,0.1716274682
11700268,0.2207694037
11706222,0.240466411
11706968,1.8098248617
11707314,0.1521557594
11707373,0.2432514546
11709839,0.2221448565
11711063,0.8129769018
11711292,1.0501528073
11712270,0.1898140935
11712664,2.6980821182
11714326,0.2536866931
11714340,0.5925657507
11714802,0.5031737965
11715382,1.298504331
11718003,0.3460870307
11718373,0.1520207947
11720152,0.337130023
11722490,0.7811467164
11722588,13.046528468
11723146,1.3776992017
11723839,0.169213008
11724480,0.240466411
11725497,1.298504331
11726143,0.1776427008
11727923,0.2515617279
11728757,0.4323862493
11729013,0.3407586958
11731346,0.6636618911
11733620,0.1908539559
11736977,0.1523965084
11741274,0.337130023
11741366,0.372082316
11744851,0.2438508722
11745353,1.218243045
11745647,0.2385697562
11748470,4.0576216058
11749016,0.1715448751
11752913,0.1642765961
11756284,0.3375469644
11758165,1.5607186207
11758390,0.1348292006
11759894,0.3411829642
11760021,0.337130023
11762299,0.1423505446
11762389,2.7432002447
11770048,0.1898140935
11770827,0.1523965084
11771821,0.4271751958
11774523,0.2385697562
11775402,0.1520207947
11775887,0.4554975344
